Current projects as at 31 March 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique HMT Project ID,Project Name,Department,Procuring Authority,Sector,Region,Project Status,Date of OJEU,Date of Prefered Bidder,Date of Financial Close,Date of Construction Completion,First Date of Operations,Operational Period of Contract (years),On/Off Balance Sheet under IFRS,On/Off Balance Sheet under ESA ,On/Off Balance Sheet under UK GAAP,Capital Value (£m),Unitary Charge Payment 1992-93 (£m),Unitary Charge Payment 1993-94 (£m),Unitary Charge Payment 1994-95 (£m),Unitary Charge Payment 1995-96 (£m),Unitary Charge Payment 1996-97 (£m),Unitary Charge Payment 1997-98 (£m),Unitary Charge Payment 1998-99 (£m),Unitary Charge Payment 1999-00 (£m),Unitary Charge Payment 2000-01 (£m),Unitary Charge Payment 2001-02 (£m),Unitary Charge Payment 2002-03 (£m),Unitary Charge Payment 2003-04 (£m),Unitary Charge Payment 2004-05 (£m),Unitary Charge Payment 2005-06 (£m),Unitary Charge Payment 2006-07 (£m),Unitary Charge Payment 2007-08 (£m),Unitary Charge Payment 2008-09 (£m),Unitary Charge Payment 2009-10 (£m),Unitary Charge Payment 2010-11 (£m),Unitary Charge Payment 2011-12 (£m),Unitary Charge Payment 2012-13 (£m),Unitary Charge Payment 2013-14 (£m),Unitary Charge Payment 2014-15 (£m), Unitary Charge Payment 2015-16 (£m),Estimated Unitary Charge Payment 2016-17 (£m),Estimated Unitary Charge Payment 2017-18 (£m),Estimated Unitary Charge Payment 2018-19 (£m),Estimated Unitary Charge Payment 2019-20 (£m),Estimated Unitary Charge Payment 2020-21 (£m),Estimated Unitary Charge Payment 2021-22 (£m),Estimated Unitary Charge Payment 2022-23 (£m),Estimated Unitary Charge Payment 2023-24 (£m),Estimated Unitary Charge Payment 2024-25 (£m),Estimated Unitary Charge Payment 2025-26 (£m),Estimated Unitary Charge Payment 2026-27 (£m),Estimated Unitary Charge Payment 2027-28 (£m),Estimated Unitary Charge Payment 2028-29 (£m),Estimated Unitary Charge Payment 2029-30 (£m),Estimated Unitary Charge Payment 2030-31 (£m),Estimated Unitary Charge Payment 2031-32 (£m),Estimated Unitary Charge Payment 2032-33 (£m),Estimated Unitary Charge Payment 2033-34 (£m),Estimated Unitary Charge Payment 2034-35 (£m),Estimated Unitary Charge Payment 2035-36 (£m),Estimated Unitary Charge Payment 2036-37 (£m),Estimated Unitary Charge Payment 2037-38 (£m),Estimated Unitary Charge Payment 2038-39 (£m),Estimated Unitary Charge Payment 2039-40 (£m),Estimated Unitary Charge Payment 2040-41 (£m),Estimated Unitary Charge Payment 2041-42 (£m),Estimated Unitary Charge Payment 2042-43 (£m),Estimated Unitary Charge Payment 2043-44 (£m),Estimated Unitary Charge Payment 2044-45 (£m),Estimated Unitary Charge Payment 2045-46 (£m),Estimated Unitary Charge Payment 2046-47 (£m),Estimated Unitary Charge Payment 2047-48 (£m),Estimated Unitary Charge Payment 2048-49 (£m),Estimated Unitary Charge Payment 2049-50 (£m),Estimated Unitary Charge Payment 2050-51 (£m),Estimated Unitary Charge Payment 2051-52 (£m),Estimated Unitary Charge Payment 2052-53 (£m),Estimated Unitary Charge Payment 2053-54 (£m),Estimated Unitary Charge Payment 2054-55 (£m),Estimated Unitary Charge Payment 2055-56 (£m),Estimated Unitary Charge Payment 2056-57 (£m),Estimated Unitary Charge Payment 2057-58 (£m),Estimated Unitary Charge Payment 2058-59 (£m),Estimated Unitary Charge Payment 2059-60 (£m),Equity Holder 1: Name,Equity Holder 1: Equity Share (%),Equity Holder 2: Name,Equity Holder 2: Equity Share (%),Equity Holder 3: Name,Equity Holder 3: Equity Share (%),Equity Holder 4: Name,Equity Holder 4: Equity Share (%),Equity Holder 5: Name,Equity Holder 5: Equity Share (%),Equity Holder 6: Name,Equity Holder 6: Equity Share (%) ,SPV Name,SPV Company Number,SPV Address
365,Graylingwell Hospital,Department of Health ,Sussex Partnership NHS Foundation Trust,Hospitals and Acute Health,ENGLAND_South East,InOperation,19-04-1995,Data not provided,24-06-1999,12-01-2000,13-01-2000,31,ON,Data not provided,OFF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aviva NUPPP Fund,100.0,,,,,,,,,,,Nu Local Care Centres (Chichester No 1) Limited,3649502,"1 Poultry, London EC2R 8EJ"
366,New District General Hospital,Department of Health ,West Middlesex University Hospital NHS Trust,Hospitals and Acute Health,ENGLAND_London,InOperation,01-09-1998,Data not provided,30-01-2001,30-06-2003,07-04-2003,33,ON,OFF,OFF,54.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,12.0,12.0,15.0,16.2,13.0,13.2,13.5,13.8,14.2,14.8,14.8,15.0,15.4,15.8,16.2,16.6,17.0,17.2,17.6,18.0,18.1,18.1,18.5,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HICL,100.0,,,,,,,,,,,ByWest Limited,4076961,"21 St Thomas Street,Bristol BS1 6JS"
367,Health Investment in Tameside,Department of Health ,Tameside Hospital NHS Foundation Trust,Hospitals and Acute Health,ENGLAND_North West,InOperation,15-05-2003,Data not provided,18-09-2007,29-08-2011,30-08-2011,33,ON,Data not provided,OFF,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,14.0,15.0,15.0,16.0,16.0,16.0,17.0,17.0,18.0,18.0,18.0,19.0,19.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infra Red (Infrastructure) capital Parners as general partners of InfraRed Infrastructure Fund II,100.0,,,,,,,,,,,Consort Healthcare (Tameside) plc,6165353,"Consort Healthcare (Tameside) PLC,3rd Floor, 46-48 Charles Street, Cardiff, CF10 2GE"
368,Cancer Centre,Department of Health ,Taunton and Somerset NHS Foundation Trust,Hospitals and Acute Health,ENGLAND_South West,InOperation,27-08-2002,Data not provided,28-02-2007,06-05-2009,06-05-2009,30,ON,Data not provided,OFF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.9,3.0,3.1,3.1,3.2,3.3,3.4,3.5,3.6,3.7,3.7,3.8,3.9,4.0,4.1,4.2,4.3,4.4,4.6,4.7,4.8,4.9,5.0,5.2,5.3,5.4,5.6,5.7,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Innisfree,100.0,,,,,,,,,,,The Taunton Linac Company Limited,5394682,"8 White Oak Square, London Road, Swanley, Kent BR8 7AG"
369,Roseberry Park,Department of Health ,"Tees, Esk and Wear Valleys NHS Foundation Trust",Hospitals and Acute Health,ENGLAND_North East,InOperation,23-09-2005,Data not provided,12-12-2007,25-03-2010,26-03-2010,29,ON,Data not provided,OFF,74.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,8.0,8.2,8.4,8.5,8.5,8.7,8.9,9.1,9.3,9.6,9.8,10.1,10.3,10.6,10.8,11.1,11.4,11.7,12.0,12.3,12.6,12.9,13.2,13.5,13.9,14.2,14.6,14.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Laing,100.0,,,,,,,,,,,Three Valleys Healthcare Limited,6416319,"Allington House, 150 Victoria Street, London SW1E 5LB"
371,Lanchester Road,Department of Health ,"Tees, Esk and Wear Valleys NHS Foundation Trust",Hospitals and Acute Health,ENGLAND_North East,InOperation,29-07-1999,Data not provided,09-05-2008,27-11-2009,28-11-2009,29,ON,Data not provided,OFF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.9,1.9,1.9,1.9,1.9,2.0,2.0,2.1,2.1,2.2,2.3,2.3,2.4,2.4,2.5,2.6,2.6,2.7,2.7,2.8,2.9,3.0,3.0,3.1,3.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grosvenor House Group plc,100.0,,,,,,,,,,,GH Lanchester Road Limited,6450919,"4 Greengate, Cardale Park, Harrogate HG4 1GY"
372,Riverside Building (University Hospital Lewisham),Department of Health ,Lewisham,Hospitals and Acute Health,ENGLAND_London,InOperation,01-06-2002,Data not provided,07-07-2004,03-11-2006,03-11-2006,31,ON,Data not provided,OFF,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.5,8.7,8.9,9.1,9.4,9.6,9.9,10.1,10.4,10.7,11.0,11.3,11.5,11.9,12.2,12.5,12.8,13.2,13.5,13.9,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HICL,100.0,,,,,,,,,,,Ravensbourne Health Services Limited,5060875,"Dundas Wilson, Northwest Wing Bush House, Aldwych, London , WC2B 4EZ"
373,Redevelopment of Acute Hospital services,Department of Health ,The Whittington Hospital NHS Trust,Hospitals and Acute Health,ENGLAND_London,InOperation,18-05-2000,09-11-2001,08-10-2002,08-02-2008,09-02-2008,29,ON,OFF,OFF,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.7,4.1,4.2,4.4,4.7,4.8,5.0,5.1,5.2,5.2,5.4,5.5,5.6,5.8,5.9,6.1,6.2,6.4,6.5,6.7,6.9,7.0,7.2,7.4,7.6,7.8,8.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HBOS/Lloyds,100.0,,,,,,,,,,,Whittington Facilities (Holdings) Limited,4289024,"21 Holborn Viaduct, London, EC1A 2DY"
374,University College Hospital,Department of Health ,University College London Hospitals NHS Foundation,Hospitals and Acute Health,ENGLAND_London,InOperation,26-12-1995,Data not provided,12-07-2000,05-08-2008,06-08-2008,40,ON,Data not provided,OFF,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,36.1,38.6,44.5,46.4,49.7,52.3,53.3,55.6,58.6,84.2,56.8,57.8,59.0,60.5,62.0,63.5,65.1,66.7,68.4,70.1,71.9,73.7,75.5,77.4,79.3,81.3,83.3,85.4,87.6,89.8,92.0,94.3,96.7,99.1,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Credit Suisse,43.3,Interserve Plc,8.3,Semperian,40.0,Dalmore Capital,8.3,,,,,Health Management (UCLH) plc,3765833,"UCLH, EGA Wing, Level -2, 235 Euston Road, London, NW1 2BU"
375,Selly Oak and Queen Elizabeth Hospitals,Department of Health ,University Hospital Birmingham NHS Foundation Trus,Hospitals and Acute Health,ENGLAND_West Midlands,InOperation,08-04-2002,01-01-2004,14-06-2006,01-10-2011,14-05-2008,40,ON,OFF,OFF,774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,32.9,50.9,55.8,57.8,59.2,60.1,60.9,62.3,63.9,65.4,67.0,68.7,70.4,72.1,74.0,75.8,77.7,79.6,81.7,83.6,86.0,88.5,91.1,93.8,96.6,99.3,102.1,105.1,108.3,111.5,114.7,117.9,121.2,124.5,127.8,131.1,63.6,15.8,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Balfour Beatty PLC,40.0,HICL Infrastructure Company Ltd,30.0,Infrared Infrastructure Yield L.P.,30.0,,,,,,,Consort Healthcare (Birmingham) Limited,5537895,"6th Floor, 350 Euston Road, Regents Place, London NW1 3AX"
376,Royal Stoke University Hospital,Department of Health ,University Hospital Of North Staffordshire NHS Tru,Hospitals and Acute Health,ENGLAND_West Midlands,InOperation,12-08-2002,Data not provided,19-06-2007,19-08-2012,20-08-2012,38,ON,OFF,OFF,415.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,14.0,17.0,27.0,52.0,55.0,53.7,54.5,59.0,60.5,62.0,63.5,65.1,66.8,68.4,70.1,71.9,73.7,75.5,77.4,79.3,81.3,83.4,85.4,87.6,89.8,92.0,94.3,96.7,99.1,101.6,104.1,106.7,109.4,112.1,114.9,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John Laing Infrastructure fund,75.0,Sodexo Investment Services Ltd,25.0,,,,,,,,,Health Care Support (North Staffs) Limited,5309720,"1 Kingsway, London WC2B 6AN"
377,Wythenshawe Hospital,Department of Health ,University Hospital Of South Manchester NHS Founda,Hospitals and Acute Health,ENGLAND_North West,InOperation,01-04-1995,Data not provided,08-06-1998,01-12-2001,02-12-2001,33,ON,Data not provided,OFF,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,22.0,24.0,22.0,23.0,24.0,25.0,28.0,30.0,33.0,31.0,33.0,38.0,39.1,34.0,33.0,33.0,35.0,36.0,36.0,36.0,32.0,30.0,30.0,30.0,32.0,33.0,33.0,32.0,33.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Semperian,50.0,Sodexo Investment Services Limited,25.0,Innisfree,25.0,,,,,,,South Manchester Healthcare Limited,3502432,"St Martins House, 1 Gresham Steet, London EC2V 7BX"
378,New District General Hospital,Department of Health ,University Hospitals Coventry and Warwickshire NHS,Hospitals and Acute Health,ENGLAND_West Midlands,InOperation,14-07-2000,Data not provided,27-11-2002,30-06-2006,01-07-2006,36,ON,OFF,OFF,378.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,19.0,55.0,62.0,69.0,70.0,73.0,75.0,77.0,80.0,82.4,83.5,85.0,86.4,88.0,89.6,91.2,92.8,94.5,96.2,97.9,99.7,101.5,103.3,105.2,107.1,109.1,111.0,113.1,115.1,117.2,119.4,121.5,123.7,126.0,128.3,130.7,133.1,101.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Innisfree,100.0,,,,,,,,,,,The Coventry and Rugby Hospital Company plc,4508763,"8 White Oak Square, London Road, Swanley, Kent BR8 7AG"
379,Redevelopment of Manor Hospital site,Department of Health ,Walsall Healthcare NHS Trust,Hospitals and Acute Health,ENGLAND_West Midlands,InOperation,25-08-2004,Data not provided,20-11-2007,01-09-2010,01-09-2010,32,ON,OFF,OFF,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,11.0,14.0,15.0,15.0,15.0,16.0,16.0,16.0,17.0,17.0,18.0,18.0,18.0,19.0,19.0,19.0,20.0,20.0,21.0,22.0,22.0,23.0,23.0,24.0,24.0,25.0,26.0,26.0,27.0,28.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Innisfree,50.0,Skanska Infrastructure Development,50.0,,,,,,,,,The Walsall Hospital Company plc,6358056,"8 White Oak Square, London Road, Swanley, Kent BR8 7AG"
380,Queen Mary's,Department of Health ,Wandsworth,Hospitals and Acute Health,ENGLAND_London,InOperation,01-05-2000,Data not provided,06-05-2004,07-05-2004,08-05-2004,30,ON,Data not provided,OFF,75.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,11.0,11.7,12.2,12.2,12.7,13.6,13.9,14.2,14.6,14.9,15.3,15.7,16.1,16.5,16.9,17.3,17.8,18.2,18.7,19.1,19.6,20.1,20.6,21.1,21.6,22.2,22.7,23.3,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Equitix Ltd,50.0,Uberior Infrastructure Investors Ltd,25.0,Sodexo Investment Services Ltd,25.0,,,,,,,Roehampton Hospital Limited,4057595,"30 Warwick Street, London W1B 5NH"
381,New District General Hospital,Department of Health ,Worcestershire Acute Hospitals NHS Trust,Hospitals and Acute Health,ENGLAND_West Midlands,InOperation,01-07-1995,Data not provided,18-03-1999,31-12-2001,01-01-2002,31,ON,OFF,OFF,86.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,19.0,19.0,20.0,21.0,21.0,22.0,22.0,23.0,25.0,25.0,23.0,24.0,27.0,25.0,25.5,26.2,26.8,27.5,28.2,28.9,29.6,30.3,31.1,31.9,32.7,33.5,34.3,35.2,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Catalyst lend Lease Investment Holdings Limited,66.7,Infrastucture Investors LP,16.7,Secondary Market Investment Fund LP,16.7,,,,,,,Worcestershire Hospital SPC plc,3649489,The Venus Catalyst Lend Lease 3rd Floor 1 Old Park Lane Trafford Manchester M41 7HG
382,Forrester Court - Older Peoples Residential and Nursing Home,Department of Health ,Westminster,Social Care,ENGLAND_London,InOperation,01-03-1997,01-09-1997,17-12-1998,01-04-2015,01-04-2015,25,ON,Data not provided,OFF,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.7,1.7,1.8,1.8,1.8,1.8,1.8,2.0,2.1,2.1,2.3,2.3,2.3,3.0,3.5,4.2,4.4,4.4,4.5,4.6,4.7,4.8,4.9,5.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Care UK,100.0,,,,,,,,,,,Data not provided,Data not provided,Data not provided
383,New District General Hospital,Department of Health ,Norfolk and Norwich University Hospitals NHS Found,Hospitals and Acute Health,ENGLAND_East,InOperation,01-02-1995,Data not provided,09-01-1998,01-07-2003,01-11-2001,35,ON,OFF,OFF,222.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,38.0,40.0,38.0,40.0,41.0,43.0,46.0,46.0,48.0,51.0,52.0,55.0,57.0,57.0,58.4,59.9,61.4,62.9,64.5,66.1,67.8,69.5,71.2,73.0,74.8,76.7,78.6,80.6,82.6,84.6,86.8,88.9,91.2,93.4,74.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3i,36.8,Innisfree,36.8,Semperian,26.3,,,,,,,Octagon Healthcare Limited,3112891,"Norfolk & Norwich University Hospital, Colney Lane, Colney, Norwich NR4 7UY"
384,Berlin Embassy,Foreign and Commonwealth Office,FOREIGN AND COMMONWEALTH OFFICE,Offices,OUTSIDE UK,InOperation,01-11-1995,01-07-1997,16-06-2000,18-07-2000,18-07-2000,30,ON,ON,ON,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.7,4.1,5.0,4.8,4.5,5.2,5.2,6.0,5.8,5.4,5.4,5.4,5.4,5.8,5.4,5.5,5.6,5.6,5.7,5.7,5.8,5.8,5.9,6.0,6.0,6.0,6.1,6.2,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Land Securities Trillium,100.0,,,,,,,,,,,Arteos,HRA 112199,Arteos GP Limited & Co. KG
386,GCHQ New Accomodation,Security and Intelligence Agencies,GCHQ,Offices,ENGLAND_South West,InOperation,01-06-1997,01-09-1998,22-06-2000,01-09-2004,01-09-2004,31,ON,ON,ON,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.6,36.5,50.1,51.3,52.7,54.0,55.9,57.4,58.3,58.2,59.8,61.4,63.2,64.8,66.6,68.1,69.9,71.8,73.8,75.3,77.3,79.6,81.9,83.8,86.0,88.4,91.0,93.6,97.7,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GSL Joint Ventures Ltd,50.0,BT Holdings Ltd,20.0,Innisfree,30.0,,,,,,,Integrated Accommodation Services plc,3824397,Birch Street
387,Newcastle Estate Development,HM Revenue and Customs ,HM REVENUE & CUSTOMS,Offices,ENGLAND_North East,InOperation,22-12-1994,Data not provided,20-10-1997,04-04-2010,08-01-1998,30,ON,Data not provided,OFF,218.0,0.0,0.0,0.0,0.0,0.0,2.4,8.7,11.4,21.8,21.7,24.3,27.9,32.2,36.6,38.2,39.4,34.0,35.0,35.9,36.7,37.9,37.9,37.0,36.6,37.6,38.3,39.0,39.8,40.5,41.3,39.7,32.8,29.0,18.5,17.5,14.8,10.6,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Semperian PPP Investment Partners No.2 Limited,100.0,,,,,,,,,,,NEWCASTLE ESTATES PARTNERSHIP LTD,3124864,1 Gresham Street
388,Bootle PFI,HM Revenue and Customs ,HM REVENUE & CUSTOMS,Offices,ENGLAND_North West,InOperation,25-07-1995,Data not provided,01-02-1997,01-06-2000,01-07-2000,25,ON,Data not provided,OFF,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6,2.7,2.8,2.9,3.0,3.1,2.8,2.8,2.9,2.8,3.1,3.2,3.2,3.4,3.5,3.6,3.7,3.9,4.0,4.2,4.4,4.5,4.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,International Public Partnerships Limited,100.0,,,,,,,,,,,Bootle PFI Solutions 1998 (2) Ltd,3586441,2 London Bridge
393,STEPS - Mapeley PLC,HM Revenue and Customs ,HM REVENUE & CUSTOMS,Offices,National/More than one region,InOperation,01-03-1999,Data not provided,01-02-2004,Data not provided,01-02-2004,20,ON,Data not provided,OFF,370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.4,220.1,224.3,232.2,236.1,240.8,243.3,217.5,206.6,191.9,190.5,152.8,129.6,119.9,135.2,132.0,131.8,131.8,131.6,131.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mapeley,100.0,,,,,,,,,,,Mapeley STEPS Contractor Limited,4089254,"Cambridge House,47 Clarendon Road,Watford, Hertfordshire,WD17 1HP"
394,Exchequer Partnership (No. 2),HM Revenue and Customs ,HM REVENUE & CUSTOMS,Offices,ENGLAND_London,InOperation,Data not provided,Data not provided,01-06-2003,Data not provided,19-11-2004,37,ON,Data not provided,ON,204.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,21.9,22.4,23.3,20.3,20.6,21.2,22.2,22.7,23.6,25.3,24.9,25.6,26.3,37.1,27.9,28.7,29.5,30.3,31.2,32.1,33.0,34.0,35.0,36.0,37.0,38.0,39.2,40.3,41.5,42.7,44.0,45.2,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Catalyst Investment Holdings Ltd.,50.0,Barclays Integrated Infrastructure Fund,50.0,,,,,,,,,Exchequer Partnership (no.2) plc,4426513,3rd Floor The Venus
395,GOGGS West,HM Treasury ,HM TREASURY,Offices,ENGLAND_London,InOperation,30-06-1995,Data not provided,01-05-2000,18-07-2002,19-07-2002,37,ON,Data not provided,ON,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,15.4,15.8,16.3,16.7,17.5,18.1,18.1,18.9,20.0,20.7,21.2,21.8,22.1,22.8,23.6,24.3,25.1,25.8,26.6,27.4,28.2,29.1,29.9,30.8,31.8,32.7,33.7,34.7,35.7,36.8,37.9,39.1,40.2,41.4,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Consolidated Investment Holdings Ltd,50.0,BOSIP Sidecar. Inc,50.0,,,,,,,,,Exchequer Partnership PLC,3810527,3RD FLOOR THE VENUS
